Kode,Nama,Kecamatan
12.21.17.2008,SIBODAK PAPASO,SOSA TIMUR
12.21.17.2009,GUNUNG INTEN,SOSA TIMUR
12.21.17.2010,PAGARAN BARINGIN,SOSA TIMUR
12.21.17.2011,SALAMBUE,SOSA TIMUR
12.21.17.2012,PAPASO,SOSA TIMUR
12.21.17.2013,ROMBAYAN,SOSA TIMUR
12.22.01.1001,KOTAPINANG,KOTAPINANG
12.22.01.2002,SIMATAHARI,KOTAPINANG
12.22.01.2003,MAMPANG,KOTAPINANG
12.22.01.2004,PASIR TUNTUNG,KOTAPINANG
12.22.01.2005,SISUMUT,KOTAPINANG
12.22.01.2006,HADUNDUNG,KOTAPINANG
12.22.01.2007,SOSOPAN,KOTAPINANG
12.22.01.2008,PERKEBUNAN NOMARK,KOTAPINANG
12.22.01.2009,PERKEBUNAN NAGODANG,KOTAPINANG
12.22.01.2010,PERK. SEI RUMBIA,KOTAPINANG
12.22.02.2001,PERK. PERLABIAN,KAMPUNG RAKYAT
12.22.02.2002,PERK. TELUK PANJI,KAMPUNG RAKYAT
12.22.02.2003,PERK. TOLAN I/II,KAMPUNG RAKYAT
12.22.02.2004,PERK. BATANG SAPONGGOL,KAMPUNG RAKYAT
12.22.02.2005,PERK. TOLAN,KAMPUNG RAKYAT
12.22.02.2006,AIR MERAH,KAMPUNG RAKYAT
12.22.02.2007,TELUK PANJI,KAMPUNG RAKYAT
12.22.02.2008,TANJUNG MEDAN,KAMPUNG RAKYAT
12.22.02.2009,KAMPUNG PERLABIAN,KAMPUNG RAKYAT
12.22.02.2010,TANJUNG SELAMAT,KAMPUNG RAKYAT
12.22.02.2011,TANJUNG MULIA,KAMPUNG RAKYAT
12.22.02.2012,TELUK PANJI I,KAMPUNG RAKYAT
12.22.02.2013,TELUK PANJI II,KAMPUNG RAKYAT
12.22.02.2014,TELUK PANJI III,KAMPUNG RAKYAT
12.22.02.2015,TELUK PANJI IV,KAMPUNG RAKYAT
12.22.03.2001,BANGAI,TORGAMBA
12.22.03.2002,RASAU,TORGAMBA
12.22.03.2003,TELUK RAMPAH,TORGAMBA
12.22.03.2004,PANGARUNGAN,TORGAMBA
12.22.03.2005,BUNUT,TORGAMBA
12.22.03.2006,AEK BATU,TORGAMBA
12.22.03.2007,PINANG DAMAI,TORGAMBA
12.22.03.2008,AEK RASO,TORGAMBA
12.22.03.2009,TORGAMBA,TORGAMBA
12.22.03.2010,ASAM JAWA,TORGAMBA
12.22.03.2011,TORGANDA,TORGAMBA
12.22.03.2012,BERINGIN JAYA,TORGAMBA
12.22.03.2013,BUKIT TUJUH,TORGAMBA
12.22.03.2014,SEI MERANTI,TORGAMBA
12.22.04.1001,LANGGA PAYUNG,SUNGAI KANAN
12.22.04.2002,BATANG NADENGGAN,SUNGAI KANAN
12.22.04.2003,SABUNGAN,SUNGAI KANAN
12.22.04.2004,HAJORAN,SUNGAI KANAN
12.22.04.2005,UJUNG GADING,SUNGAI KANAN
12.22.04.2006,HUTA GODANG,SUNGAI KANAN
12.22.04.2007,PARIMBURAN,SUNGAI KANAN
12.22.04.2008,SAMPEAN,SUNGAI KANAN
12.22.04.2009,MARSONJA,SUNGAI KANAN
12.22.05.2001,MANDALASENA,SILANGKITANG
12.22.05.2002,BINANGADUA,SILANGKITANG
12.22.05.2003,AEK GOTI,SILANGKITANG
12.22.05.2004,ULU MAHUAM,SILANGKITANG
12.22.05.2005,RINTIS,SILANGKITANG
12.22.05.2006,SUKADAME,SILANGKITANG
12.23.01.1001,AEK KANOPAN,KUALUH HULU
12.23.01.1002,AEK KANOPAN TIMUR,KUALUH HULU
12.23.01.2003,KUALA BERINGIN,KUALUH HULU
12.23.01.2004,PARPAUDANGAN,KUALUH HULU
12.23.01.2005,PULO DOGOM,KUALUH HULU
12.23.01.2006,LONDUT,KUALUH HULU
12.23.01.2007,PERKEBUNAN KANOPAN ULU,KUALUH HULU
12.23.01.2008,PERKEBUNAN MEMBANG MUDA,KUALUH HULU
12.23.01.2009,PERKEBUNAN LABUHAN HAJI,KUALUH HULU
12.23.01.2010,PERKEBUNAN HANNA,KUALUH HULU
12.23.01.2011,SONOMARTANI,KUALUH HULU
12.23.01.2012,SUKARAME,KUALUH HULU
12.23.01.2013,SUKARAME BARU,KUALUH HULU
12.23.02.1001,TANJUNG LEIDONG,KUALUH LEIDONG
12.23.02.2002,TELUK PULAI DALAM,KUALUH LEIDONG
12.23.02.2003,TELUK PULAI LUAR,KUALUH LEIDONG
12.23.02.2004,KELAPA SEBATANG,KUALUH LEIDONG
12.23.02.2005,SIMANDULANG,KUALUH LEIDONG
12.23.02.2006,AIR HITAM,KUALUH LEIDONG
12.23.02.2007,PANGKALAN LUNANG,KUALUH LEIDONG
12.23.03.1001,KAMPUNG MESJID,KUALUH HILIR
12.23.03.2002,KUALA BANGKA,KUALUH HILIR
12.23.03.2003,SEI SENTANG,KUALUH HILIR
12.23.03.2004,TELUK PIAI,KUALUH HILIR
12.23.03.2005,TANJUNG MANGEDAR,KUALUH HILIR
12.23.03.2006,TELUK BINJAI,KUALUH HILIR
12.23.03.2007,SEI APUNG,KUALUH HILIR
12.23.04.2001,AEK KORSIK,AEK KUO
12.23.04.2002,BANDAR SELAMAT,AEK KUO
12.23.04.2003,PERK. PADANG HALABAN,AEK KUO
12.23.04.2004,PERKEBUNAN PANIGORAN,AEK KUO
12.23.04.2005,SIDOMULYO,AEK KUO
12.23.04.2006,KARANG ANYAR,AEK KUO
12.23.04.2007,PADANG MANINJAU,AEK KUO
12.23.04.2008,PURWOREJO,AEK KUO
12.23.05.1001,MARBAU,MARBAU
12.23.05.2002,PERKEBUNAN PERNANTIAN,MARBAU
12.23.05.2003,PERK. MARBAU SELATAN,MARBAU
12.23.05.2004,PERKEBUNAN MILANO,MARBAU
12.23.05.2005,PERKEBUNAN BRUSSEL,MARBAU
12.23.05.2006,PULO BARGOT,MARBAU
12.23.05.2007,SIPARE PARE TENGAH,MARBAU
12.23.05.2008,SIPARE PARE HILIR,MARBAU
12.23.05.2009,TUBIRAN,MARBAU
12.23.05.2010,BELONGKUT,MARBAU
12.23.05.2011,SIMPANG EMPAT,MARBAU
12.23.05.2012,BABUSSALAM,MARBAU
12.23.05.2013,MARBAU SELATAN,MARBAU
12.23.05.2014,AEK TAPA,MARBAU
12.23.05.2015,LOBU RAMPAH,MARBAU
12.23.05.2016,BULUNGIHIT,MARBAU
12.23.05.2017,AEK HITETORAS,MARBAU
12.23.05.2018,SUMBER MULYO,MARBAU
12.23.06.1001,AEK KOTA BATU,NA IX - X
12.23.06.2002,PEMATANG,NA IX - X
12.23.06.2003,BATU TUNGGAL,NA IX - X
12.23.06.2004,SUNGAI RAJA,NA IX - X
12.23.06.2005,PERKEBUNAN BERANGIR,NA IX - X
12.23.06.2006,SILUMAJANG,NA IX - X
12.23.06.2007,PULO JANTAN,NA IX - X
12.23.06.2008,KAMPUNG PAJAK,NA IX - X
12.23.06.2009,MERANTI OMAS,NA IX - X
12.23.06.2010,HATAPANG,NA IX - X
12.23.06.2011,PASANG LELA,NA IX - X
12.23.06.2012,SIMPANG MARBAU,NA IX - X
12.23.06.2013,BANGUN REJO,NA IX - X
12.23.07.1001,BANDAR DURIAN,AEK NATAS
12.23.07.2002,POLDUNG,AEK NATAS
12.23.07.2003,ROMBISAN,AEK NATAS
12.23.07.2004,SIBITO,AEK NATAS
12.23.07.2005,SIMONIS,AEK NATAS
12.23.07.2006,PERK. AEK PAMIENKE,AEK NATAS
12.23.07.2007,PANGKALAN,AEK NATAS
12.23.07.2008,ADIAN TOROP,AEK NATAS
12.23.07.2009,UJUNG PADANG,AEK NATAS
12.23.07.2010,KAMPUNG YAMAN,AEK NATAS
12.23.07.2011,TERANG BULAN,AEK NATAS
12.23.07.2012,PERKEBUNAN HALIMBE,AEK NATAS
12.23.08.1001,GUNTING SAGA,KUALUH SELATAN
12.23.08.2002,DAMULI PEKAN,KUALUH SELATAN
12.23.08.2003,SIAMPORIK,KUALUH SELATAN
12.23.08.2004,LOBU HUALA,KUALUH SELATAN
12.23.08.2005,GUNUNG MELAYU,KUALUH SELATAN
12.23.08.2006,DAMULI KEBUN,KUALUH SELATAN
12.23.08.2007,HASANG,KUALUH SELATAN
12.23.08.2008,BANDAR LAMA,KUALUH SELATAN
12.23.08.2009,SIDUA DUA,KUALUH SELATAN
12.23.08.2010,SIMANGALAM,KUALUH SELATAN
12.23.08.2011,TANJUNG PASIR,KUALUH SELATAN
12.23.08.2012,SIALANG TAJI,KUALUH SELATAN
12.24.01.2001,HILIDUNDRA,LOTU
12.24.01.2002,LAWIRA SATUA,LOTU
12.24.01.2003,FADORO FULOLO,LOTU
12.24.01.2004,LAWIRA I,LOTU
12.24.01.2005,HILIGODU,LOTU
12.24.01.2006,LOMBUZAUA,LOTU
12.24.01.2007,MAZIAYA,LOTU
12.24.01.2008,BAHO,LOTU
12.24.01.2009,LOLOFAOSO,LOTU
12.24.01.2010,LAWIRA II,LOTU
12.24.01.2011,DAHADANO,LOTU
12.24.01.2012,LOLOMBOLI,LOTU
12.24.01.2013,HILIGEO AFIA,LOTU
12.24.02.2001,SERIWAU,SAWO
12.24.02.2002,OMBOLATA SAWO,SAWO
12.24.02.2003,SANAWUYU,SAWO
12.24.02.2004,ONOZITOLI SAWO,SAWO
12.24.02.2005,SIFAHANDRO,SAWO
12.24.02.2006,SISARAHILI TELUK SIABANG,SAWO
12.24.02.2007,LASARA SAWO,SAWO
12.24.02.2008,SAWO,SAWO
12.24.02.2009,HILIDURUWA,SAWO
12.24.02.2010,TELUK BENGKUANG,SAWO
12.24.03.2001,BOTOLAKHA,TUHEMBERUA
12.24.03.2002,SIOFA BANUA,TUHEMBERUA
12.24.03.2003,LAAYA,TUHEMBERUA
12.24.03.2004,ALOOA,TUHEMBERUA
12.24.03.2005,LADARA,TUHEMBERUA
12.24.03.2006,BANUA GEA,TUHEMBERUA
12.24.03.2007,SILIMA BANUA,TUHEMBERUA
12.24.03.2008,FINO,TUHEMBERUA
12.24.04.2001,TETEHOSI MAZIAYA,SITOLU ORI
12.24.04.2002,UMBUBALODANO,SITOLU ORI
12.24.04.2003,HILIMBOSI,SITOLU ORI
12.24.04.2004,HILISALOO,SITOLU ORI
12.24.04.2005,FULOLO SALOO,SITOLU ORI
12.24.04.2006,BOTOMBAWO,SITOLU ORI
12.24.05.2001,BERUA,NAMOHALU ESIWA
12.24.05.2002,ESIWA,NAMOHALU ESIWA
12.24.05.2003,DAHANA HILIGODU,NAMOHALU ESIWA
12.24.05.2004,HILIBANUA,NAMOHALU ESIWA
12.24.05.2005,SISARAHILI,NAMOHALU ESIWA
12.24.05.2006,SISOBAHILI,NAMOHALU ESIWA
12.24.05.2007,LASARA,NAMOHALU ESIWA
12.24.05.2008,NAMOHALU,NAMOHALU ESIWA
12.24.05.2009,TUHENAKHE I,NAMOHALU ESIWA
12.24.05.2010,ORAHILI,NAMOHALU ESIWA
12.24.05.2011,BANUA SIBOHOU,NAMOHALU ESIWA
12.24.06.2001,BANUA SIBOHOU III,ALASA TALUMUZOI
12.24.06.2002,HAREFANAESE,ALASA TALUMUZOI
12.24.06.2003,HILIMBOWO KARE,ALASA TALUMUZOI
12.24.06.2004,LAEHUWA,ALASA TALUMUZOI
12.24.06.2005,MAZINGO,ALASA TALUMUZOI
12.24.06.2006,HILINAA,ALASA TALUMUZOI
12.24.07.2001,BITAYA,ALASA
12.24.07.2002,LAHEMBOHO,ALASA
12.24.07.2003,ANAOMA,ALASA
12.24.07.2004,DAHANA TUGALA OYO,ALASA
12.24.07.2005,FULOLO,ALASA
12.24.07.2006,HILIGAWONI,ALASA
12.24.07.2007,ONONAMOLO TUMULA,ALASA
12.24.07.2008,BANUA SIBOHOU I,ALASA
12.24.07.2009,OMBOLATA,ALASA
12.24.07.2010,BANUA SIBOHOU II,ALASA
12.24.07.2011,DAHANA ALASA,ALASA
12.24.07.2012,ONONAMOLO ALASA,ALASA
12.24.07.2013,LOLOANAA,ALASA
12.24.07.2014,HILISEBUA SIWALUBANUA,ALASA
12.24.08.2001,TEOLO,TUGALA OYO
12.24.08.2002,SIWAWO,TUGALA OYO
12.24.08.2003,FABALIWA OYO,TUGALA OYO
12.24.08.2004,ONONAZARA,TUGALA OYO
12.24.08.2005,HUMENE SIHENEASI,TUGALA OYO
12.24.08.2006,GUNUNG TUA,TUGALA OYO
12.24.08.2007,BOTONAAI,TUGALA OYO
12.24.08.2008,HAREFA,TUGALA OYO
12.24.09.2001,AFULU,AFULU
12.24.09.2002,LAURU FADORO,AFULU
12.24.09.2003,LAURU I,AFULU
12.24.09.2004,OMBOLATA AFULU,AFULU
12.24.09.2005,HAREWAKHE,AFULU
12.24.09.2006,SISOBAHILI,AFULU
12.24.09.2007,LAURU LAHEWA,AFULU
12.24.09.2008,SIFAOROASI,AFULU
12.24.09.2009,FAEKHUNAA,AFULU
12.24.10.1001,PASAR LAHEWA,LAHEWA
12.24.10.2002,IRAONO LASE,LAHEWA
12.24.10.2003,HOLI,LAHEWA
12.24.10.2004,SIFAOROASI,LAHEWA
12.24.10.2005,HILIZUKHU,LAHEWA
12.24.10.2006,ONOZALUKHU,LAHEWA
12.24.10.2007,HILINAA,LAHEWA
12.24.10.2008,HILIGODU HOYA,LAHEWA
12.24.10.2009,SITOLUBANUA,LAHEWA
12.24.10.2010,HILIHATI,LAHEWA
12.24.10.2011,FADORO SITOLU HILI,LAHEWA
12.24.10.2012,MARAFALA,LAHEWA
12.24.10.2013,HILIGAWOLO,LAHEWA
12.24.10.2014,BALEFADORO TUHO,LAHEWA
12.24.10.2015,OMBOLATA,LAHEWA
12.24.10.2016,AFIA,LAHEWA
12.24.10.2017,MOAWO,LAHEWA
12.24.10.2018,LASARA,LAHEWA
12.24.10.2019,SIHENEASI,LAHEWA
12.24.10.2020,FADORO HILIMBOWO,LAHEWA
12.24.10.2021,FADORO HILIHAMBAWA,LAHEWA
12.24.11.2001,LAOWOWAGA,LAHEWA TIMUR
12.24.11.2002,LUKHU LASE,LAHEWA TIMUR
12.24.11.2003,TETEHOSI SOROWI,LAHEWA TIMUR
12.24.11.2004,TEFAO,LAHEWA TIMUR
12.24.11.2005,TUGALA LAURU,LAHEWA TIMUR
12.24.11.2006,MUZOI,LAHEWA TIMUR
12.24.11.2007,MEAFU,LAHEWA TIMUR
12.25.01.2001,SISOBAOHO,LAHOMI
12.25.01.2002,BAWOZAMAIWO,LAHOMI
12.25.01.2003,SITOLUBANUA,LAHOMI
12.25.01.2004,LOLOGUNDRE,LAHOMI
12.25.01.2005,IRAONOGAILA,LAHOMI
12.25.01.2006,TIGASERANGKAI,LAHOMI
12.25.01.2007,ONOWAEMBO,LAHOMI
12.25.01.2008,ONOLIMBU,LAHOMI
12.25.01.2009,HALIADULO,LAHOMI
12.25.01.2010,SISOBAMBOWO,LAHOMI
12.25.01.2011,LOLOWAU,LAHOMI
12.25.02.2001,BAWOSALOO,SIROMBU
12.25.02.2002,IMANA,SIROMBU
12.25.02.2003,TUWA TUWA,SIROMBU
12.25.02.2004,KAFO KAFO,SIROMBU
12.25.02.2005,BAWASAWA,SIROMBU
12.25.02.2006,PULAU BOGI,SIROMBU
12.25.02.2007,HALAMONA,SIROMBU
12.25.02.2008,HANOFA,SIROMBU
12.25.02.2009,LAHAWA,SIROMBU
12.25.02.2010,HINAKO,SIROMBU
12.25.02.2011,SINENEETO,SIROMBU
12.25.02.2012,BALOWONDRATE,SIROMBU
12.25.02.2013,HILIMBERUANAA,SIROMBU
12.25.02.2014,LAHUSA,SIROMBU
12.25.02.2015,OMBOLATA,SIROMBU
12.25.02.2016,TETEHOSI,SIROMBU
12.25.02.2017,TOGIMBOGI,SIROMBU
12.25.02.2018,SISOBANDRAO,SIROMBU
12.25.02.2019,FADORO,SIROMBU
12.25.02.2020,TUGALA GAWU,SIROMBU
12.25.02.2021,SIROMBU,SIROMBU
12.25.02.2022,TOGIDEU,SIROMBU
12.25.02.2023,TUGALA,SIROMBU
12.25.02.2024,ORAHILI,SIROMBU
12.25.02.2025,GUNUNGCAHAYA,SIROMBU
12.25.03.2001,ONOLIMBU RAYA,MANDREHE BARAT
12.25.03.2002,ONONAMOLO III,MANDREHE BARAT
12.25.03.2003,SISOBAOHO,MANDREHE BARAT
12.25.03.2004,IRAONOGEBA,MANDREHE BARAT
12.25.03.2005,LOLOHIA,MANDREHE BARAT
12.25.03.2006,FADOROSIFULUBANUA,MANDREHE BARAT
12.25.03.2007,HILLIDAURA,MANDREHE BARAT
12.25.03.2008,SISARAHILI II,MANDREHE BARAT
12.25.03.2009,LASARA BAGAWU,MANDREHE BARAT
12.25.03.2010,SISOBANDRAO,MANDREHE BARAT
12.25.03.2011,MAZINGO,MANDREHE BARAT
12.25.03.2012,ONOLIMBU YOU,MANDREHE BARAT
12.25.03.2013,LASARAFAGA,MANDREHE BARAT
12.25.03.2014,ORAHILI BADALU,MANDREHE BARAT
12.25.04.2001,HILIWALOO II,MOROO
12.25.04.2002,GUNUNGBARU,MOROO
12.25.04.2003,HILISOROMI,MOROO
12.25.04.2004,SIDUAHILI,MOROO
12.25.04.2005,SITOLUBANUA FADORO,MOROO
12.25.04.2006,HALIFADOLO,MOROO
12.25.04.2007,LASARA BAHILI,MOROO
12.25.04.2008,HILIWAELE,MOROO
12.25.04.2009,SITOLUEWALI,MOROO
12.25.04.2010,ONOZALUKHU YOU,MOROO
12.25.05.2001,SIMAEASI,MANDREHE
12.25.05.2002,LOLOGOLU,MANDREHE
12.25.05.2003,TUWUNA,MANDREHE
12.25.05.2004,TUHEMBERUA,MANDREHE
12.25.05.2005,LOLOZIRUGI,MANDREHE
12.25.05.2006,LAKHENE,MANDREHE
12.25.05.2007,HILIWALOO I,MANDREHE
12.25.05.2008,SIANAA,MANDREHE
12.25.05.2009,FADORO,MANDREHE
12.25.05.2010,IRAONOGAMBO,MANDREHE
12.25.05.2011,TUHOOWO,MANDREHE
12.25.05.2012,FADORO BAHILI,MANDREHE
12.25.05.2013,TUMORI,MANDREHE
12.25.05.2014,LASARA BAENE,MANDREHE
12.25.05.2015,TETEHOSI,MANDREHE
12.25.05.2016,SISARAHILI I,MANDREHE
12.25.05.2017,DOLI-DOLI,MANDREHE
12.25.05.2018,HAYO,MANDREHE
12.25.05.2019,ZUZUNDRAO,MANDREHE
12.25.05.2020,SISOBAMBOWO,MANDREHE
12.25.06.2001,BALODANO,MANDREHE UTARA
12.25.06.2002,HIAMBANUA,MANDREHE UTARA
12.25.06.2003,HILIMAYO,MANDREHE UTARA
12.25.06.2004,SIHAREO,MANDREHE UTARA
12.25.06.2005,LOLOMBOLI,MANDREHE UTARA
12.25.06.2006,ONONAMOLO I,MANDREHE UTARA
12.25.06.2007,HILIMBARUZO,MANDREHE UTARA
12.25.06.2008,TARAHOSO,MANDREHE UTARA
12.25.06.2009,ONONAMOLO II,MANDREHE UTARA
12.25.06.2010,TARAHA,MANDREHE UTARA
12.25.06.2011,LAHAGU,MANDREHE UTARA
12.25.06.2012,HILIMBOWO,MANDREHE UTARA
12.25.07.2001,SISOBAWINO II,LOLOFITU MOI
12.25.07.2002,DURIA,LOLOFITU MOI
12.25.07.2003,AMBUKHA,LOLOFITU MOI
12.25.07.2004,HILIMBOWO MAU,LOLOFITU MOI
12.25.07.2005,HILIMBUASI,LOLOFITU MOI
12.25.07.2006,LOLOFITU,LOLOFITU MOI
12.25.07.2007,HILIUSO,LOLOFITU MOI
12.25.07.2008,WANGO,LOLOFITU MOI
12.25.08.2001,BUKIT TINGGI,ULU MOROO
12.25.08.2002,LAWELU,ULU MOROO
12.25.08.2003,SALOO,ULU MOROO
12.25.08.2004,HILISANGAWOLA,ULU MOROO
12.25.08.2005,HILIBADALU,ULU MOROO
12.71.01.1001,PASAR BARU,MEDAN KOTA
12.71.01.1002,PUSAT PASAR,MEDAN KOTA
12.71.01.1003,SEI RENGAS I,MEDAN KOTA
12.71.01.1004,MESJID,MEDAN KOTA
12.71.01.1005,PANDAU HULU I,MEDAN KOTA
12.71.01.1006,KOTAMATSUM III,MEDAN KOTA
12.71.01.1007,PASAR MERAH BARAT,MEDAN KOTA
12.71.01.1008,TELADAN TIMUR,MEDAN KOTA
12.71.01.1009,TELADAN BARAT,MEDAN KOTA
12.71.01.1010,SUDIREJO,MEDAN KOTA
12.71.01.1011,SUDIREJO II,MEDAN KOTA
12.71.01.1012,SITIREJO I,MEDAN KOTA
12.71.02.1001,LALANG,MEDAN SUNGGAL
12.71.02.1002,SEI SIKAMBING B,MEDAN SUNGGAL
12.71.02.1003,SUNGGAL,MEDAN SUNGGAL
12.71.02.1004,BABURA SUNGGAL,MEDAN SUNGGAL
12.71.02.1005,TANJUNG REJO,MEDAN SUNGGAL
12.71.02.1006,SIMPANG TANJUNG,MEDAN SUNGGAL
12.71.03.1001,HELVETIA,MEDAN HELVETIA
12.71.03.1002,HELVETIA TENGAH,MEDAN HELVETIA
12.71.03.1003,HELVETIA TIMUR,MEDAN HELVETIA
12.71.03.1004,TANJUNG GUSTA,MEDAN HELVETIA
12.71.03.1005,CINTA DAMAI,MEDAN HELVETIA
12.71.03.1006,DWI KORA,MEDAN HELVETIA
12.71.03.1007,SEI SIKAMBING C II,MEDAN HELVETIA
12.71.04.1001,TEGAL S MANDALA I,MEDAN DENAI
12.71.04.1002,TEGAL S MANDALA II,MEDAN DENAI
12.71.04.1003,TEGAL S MANDALA III,MEDAN DENAI
12.71.04.1004,DENAI,MEDAN DENAI
12.71.04.1005,BINJAI,MEDAN DENAI
12.71.04.1006,MEDAN TENGGARA,MEDAN DENAI
12.71.05.1001,KESAWAN,MEDAN BARAT
12.71.05.1002,SILALAS,MEDAN BARAT
12.71.05.1003,GLUGUR KOTA,MEDAN BARAT
12.71.05.1004,PULO BERAYAN KOTA,MEDAN BARAT
12.71.05.1005,SEI AGUL,MEDAN BARAT
12.71.05.1006,KARANG BEROMBAK,MEDAN BARAT
12.71.06.1001,TITIPAPAN,MEDAN DELI
12.71.06.1002,TANJUNG MULIA HILIR,MEDAN DELI
12.71.06.1003,TANJUNG MULYA,MEDAN DELI
12.71.06.1004,KOTA BANGUN,MEDAN DELI
12.71.06.1005,MABAR,MEDAN DELI
12.71.06.1006,MABAR HILIR,MEDAN DELI
12.71.07.1001,TANJUNG SELAMAT,MEDAN TUNTUNGAN
12.71.07.1002,SIMPANG SELAYANG,MEDAN TUNTUNGAN
12.71.07.1003,NAMO GAJAH,MEDAN TUNTUNGAN
12.71.07.1004,KEMENANGAN TANI,MEDAN TUNTUNGAN
12.71.07.1005,LAUCIH,MEDAN TUNTUNGAN
12.71.07.1006,SIDOMULYO,MEDAN TUNTUNGAN
12.71.07.1007,LADANG BAMBU,MEDAN TUNTUNGAN
12.71.07.1008,SIMALINGKAR B,MEDAN TUNTUNGAN
12.71.07.1009,MANGGA,MEDAN TUNTUNGAN
12.71.08.1001,BELAWAN I,MEDAN BELAWAN
12.71.08.1002,BELAWAN II,MEDAN BELAWAN
12.71.08.1003,BELAWAN BAHAGIA,MEDAN BELAWAN
12.71.08.1004,BELAWAN BAHARI,MEDAN BELAWAN
12.71.08.1005,BELAWAN SICANANG,MEDAN BELAWAN
12.71.08.1006,BAGAN DELI,MEDAN BELAWAN
12.71.09.1001,AMPLAS,MEDAN AMPLAS
12.71.09.1002,SITIREJO II,MEDAN AMPLAS
12.71.09.1003,SITIREJO III,MEDAN AMPLAS
12.71.09.1004,HARJOSARI I,MEDAN AMPLAS
12.71.09.1005,HARJOSARI II,MEDAN AMPLAS
12.71.09.1006,TIMBANG DELI,MEDAN AMPLAS
12.71.09.1007,BANGUN MULIA,MEDAN AMPLAS
12.71.10.1001,SUKARAMAI I,MEDAN AREA
12.71.10.1002,SUKARAMAI II,MEDAN AREA
12.71.10.1003,SEI RENGAS II,MEDAN AREA
12.71.10.1004,S. RENGAS PERMATA,MEDAN AREA
12.71.10.1005,PANDAU HULU II,MEDAN AREA
12.71.10.1006,KOTA MATSUM I,MEDAN AREA
12.71.10.1007,KOTA MATSUM II,MEDAN AREA
12.71.10.1008,KOTA MATSUM IV,MEDAN AREA
12.71.10.1009,PASAR MERAH TIMUR,MEDAN AREA
12.71.10.1010,TEGAL SARI I,MEDAN AREA
12.71.10.1011,TEGAL SARI II,MEDAN AREA
12.71.10.1012,TEGAL SARI III,MEDAN AREA
12.71.11.1001,SUKA MAJU,MEDAN JOHOR
12.71.11.1002,TITI KUNING,MEDAN JOHOR
12.71.11.1003,KEDAI DURIAN,MEDAN JOHOR
12.71.11.1004,PANGKALAN MANSUR,MEDAN JOHOR
12.71.11.1005,GEDUNG JOHOR,MEDAN JOHOR
12.71.11.1006,KWALA BEKALA,MEDAN JOHOR
12.71.12.1001,LABUHAN DELI,MEDAN MARELAN
12.71.12.1002,RENGAS PULAU,MEDAN MARELAN
12.71.12.1003,TERJUN,MEDAN MARELAN
12.71.12.1004,TANAH ENAM RATUS,MEDAN MARELAN
12.71.12.1005,PAYA PASIR,MEDAN MARELAN
12.71.13.1001,PEKAN LABUHAN,MEDAN LABUHAN
12.71.13.1002,SEI MATI,MEDAN LABUHAN
12.71.13.1003,BESAR,MEDAN LABUHAN
12.71.13.1004,MARTUBUNG,MEDAN LABUHAN
12.71.13.1005,NELAYAN INDAH,MEDAN LABUHAN
12.71.13.1006,TANGKAHAN,MEDAN LABUHAN
12.71.14.1001,INDRA KASIH,MEDAN TEMBUNG
12.71.14.1002,SIDOREJO HILIR,MEDAN TEMBUNG
12.71.14.1003,SIDOREJO,MEDAN TEMBUNG
12.71.14.1004,BANTAN,MEDAN TEMBUNG
12.71.14.1005,TEMBUNG,MEDAN TEMBUNG
12.71.14.1006,BANDAR SELAMAT,MEDAN TEMBUNG
12.71.14.1007,BANTAN TIMUR,MEDAN TEMBUNG
12.71.15.1001,A U R,MEDAN MAIMUN
12.71.15.1002,HAMDAN,MEDAN MAIMUN
12.71.15.1003,J A T I,MEDAN MAIMUN
12.71.15.1004,SUKARAJA,MEDAN MAIMUN
12.71.15.1005,SEI MATI,MEDAN MAIMUN
12.71.15.1006,KAMPUNG BARU,MEDAN MAIMUN
12.71.16.1001,MADRAS HULU,MEDAN POLONIA
12.71.16.1002,POLONIA,MEDAN POLONIA
12.71.16.1003,SARI REJO,MEDAN POLONIA
12.71.16.1004,SUKA DAMAI,MEDAN POLONIA
12.71.16.1005,ANGGRUNG,MEDAN POLONIA
12.71.17.1001,PETISAH HULU,MEDAN BARU
12.71.17.1002,BABURA,MEDAN BARU
12.71.17.1003,MERDEKA,MEDAN BARU
12.71.17.1004,DARAT,MEDAN BARU
12.71.17.1005,PADANG BULAN,MEDAN BARU
12.71.17.1006,TITI RANTE,MEDAN BARU
12.71.18.1001,PANDAU HILIR,MEDAN PERJUANGAN
12.71.18.1002,PAHLAWAN,MEDAN PERJUANGAN
12.71.18.1003,SEI KERA HILIR I,MEDAN PERJUANGAN
12.71.18.1004,SEI KERA HILIR II,MEDAN PERJUANGAN
12.71.18.1005,SEI KERA HULU,MEDAN PERJUANGAN
12.71.18.1006,SIDORAME TIMUR,MEDAN PERJUANGAN
12.71.18.1007,SIDORAME BARAT I,MEDAN PERJUANGAN
12.71.18.1008,SIDORAME BARAT II,MEDAN PERJUANGAN
12.71.18.1009,TEGALREJO,MEDAN PERJUANGAN
12.71.19.1001,PETISAH TENGAH,MEDAN PETISAH
12.71.19.1002,SEKIP,MEDAN PETISAH
12.71.19.1003,SEI SIKAMBING D,MEDAN PETISAH
12.71.19.1004,SEI PUTIH BARAT,MEDAN PETISAH
12.71.19.1005,SEI PUTIH TENGAH,MEDAN PETISAH
12.71.19.1006,SEI PUTIH TIMUR I,MEDAN PETISAH
